0.619970194,0.678678679,0.529527559,0.515570934
0.594180704,0.658423493,0.547368421,0.502617801
0.597667638,0.617021277,0.554263566,0.452173913
0.59379616,0.62215478,0.54473943,0.511383538
0.622857143,0.64516129,0.542340628,0.508591065
0.615151515,0.627145086,0.546168959,0.479087452
0.573643411,0.637770898,0.54368932,0.479717813
0.594674556,0.675438596,0.525172754,0.535460993
0.609090909,0.65318818,0.530493708,0.498154982
0.606224628,0.626470588,0.583723106,0.471986418
0.602725686,0.644145287,0.544748745,0.495474491
